negocio	texto	estrellas	estilo
Pub	Me encontré con un antiguo profesor y terminamos brindando por los viejos tiempos en este rincón tan acogedor.	5	anecdótico
Cafetería	Maestría en el uso de diversos métodos de extracción (V60, Chemex). Muy técnico.	5	formal
Pub	Ayer el local estaba decorado con flores naturales y olía de maravilla. Un toque muy diferente para un pub.	5	anecdótico
Pub	El portero es un tío majísimo, nada que ver con los de otros sitios que van de sobrados.	5	coloquial
Cervecería	Las hamburguesas están de diez, pero sería un acierto total que ofrecieran diferentes tipos de pan para elegir.	4	constructivo
Bar de carretera	La mejor tortilla del viaje. Muy recomendado.	5	breve
Bar de carretera	Terraza amplia, pero falta algo de sombra. La parrillada de carne estaba en su punto, muy recomendable pese al calor.	4	crítico
Cervecería	Propuesta interesante de cervezas locales. El local está decorado con buen gusto.	4	formal
Cervecería	El pan de cristal de la tosta estaba excesivamente duro, costaba hasta cortarlo. Sugiero usar un pan más tierno o menos tostado.	2	constructivo
Restaurante	El sumiller sabía tanto de vinos que por un momento pensé que él mismo había inventado la uva.	5	sarcástico
Cervecería	El camarero se acordaba de mi nombre y de lo que suelo pedir aunque hacía meses que no iba. Eso sí que es atención personalizada.	5	anecdótico
Bar	La decoración es muy chula, pero hay demasiado polvo en las estanterías altas. Una limpieza a fondo mejoraría mucho la imagen.	3	constructivo
Pub	Gran selección.	5	breve
Bar	Es un bar de barrio auténtico, pero los manteles de papel estaban algo sucios al sentarnos. Limpiar entre clientes es clave.	3	constructivo
Pub	Entramos por un cartel de cubos a 10€ y al pagar nos clavaron 25€. El camarero me dijo que el cartel era del mes pasado y que me aguantara. Unos estafadores.	1	anecdótico
Bar	La bollería del desayuno estaba dura y seca.	1	neutral
Pub	¡Qué buena selección musical! De los mejores sitios para bailar, ¡si el suelo no resbalara tanto sería de diez!	4	entusiasta
Mesón	Trato cortés por parte del personal. Se agradecería una mayor variedad en la carta de postres.	4	formal
Bar	Trato lamentable. No piséis este sitio.	1	breve
Cafetería	El café se sirvió a una temperatura ambiente y la leche presentaba un aspecto cortado.	1	neutral
Bar	No tienen ninguna opción para personas con intolerancias. En los tiempos que corren es inadmisible tanta desinformación.	2	crítico
Bar de carretera	¡Qué maravilla de sitio! Todo impecable, comida muy sabrosa y un servicio de diez. Es el mejor bar de carretera de la zona.	5	entusiasta
Cafetería	Ayer el zumo de naranja estaba espectacular, pero tardaron 20 minutos en traérmelo estando la cafetería casi vacía.	3	anecdótico
Cervecería	El pan de los bocadillos es artesano y muy rico, aunque un poco más de tostado lo haría insuperable.	4	constructivo
Pub	Un 10 en todo: servicio, música y ambiente. ¡Mi nuevo sitio favorito!	5	coloquial
Pub	Diligencia en el servicio de mesa y una gestión de aforo muy responsable. Recomendado.	4	formal
Cafetería	El trato del personal es neutro y se limita a la gestión del pedido en barra.	3	neutral
Restaurante	El postre de autor era un flan industrial con una flor encima. Sencillamente ridículo.	1	crítico
Restaurante	Propuesta gastronómica de autor con productos locales. La alcachofa confitada estaba deliciosa, aunque el postre resultó excesivamente dulce.	4	neutral
Pub	El portero es majo, nada que ver con otros sitios, pero la cola para entrar se hizo larga.	4	coloquial
Bar	Las croquetas son caseras y están ricas, aunque el centro estaba algo frío. Un par de minutos más de fuego y perfectas.	3	constructivo
Restaurante	Muy rico todo aunque las raciones son un poco pequeñas.	4	breve
Bar de carretera	La tortilla es su punto fuerte. El punto negativo es que el local es muy ruidoso y cuesta mantener una conversación.	4	crítico
Bar	Da gusto ver cómo cuidan al cliente, son unos profesionales.	5	coloquial
Restaurante	Pésimo trato. Nos miraron por encima del hombro.	1	breve
Mesón	Una experiencia para olvidar. La comida estaba fría y el servicio fue nefasto.	1	crítico
Mesón	Mucha espera entre el primer y el segundo plato.	3	neutral
Bar	Trato maleducado y poco profesional por parte del encargado del establecimiento.	1	formal
Cafetería	Mesas muy pegadas y mucho ruido. No es acogedor.	2	breve
Restaurante	El lomo de corzo estaba sublime. Acompañarlo con el tinto de la casa es un acierto seguro.	5	constructivo
Pub	Maleducados en barra. Te ignoran si no eres conocido.	1	breve
Pub	¡Buenísimo el rollo que hay siempre! Da gusto ir a sitios con tanta luz y color, ¡lástima que cierren tan pronto!	4	entusiasta
Cervecería	Instalaciones impecables y una limpieza de los conductos de barril muy perceptible.	5	formal
Bar	Correcta acústica musical que permite mantener conversaciones con total normalidad.	4	formal
Mesón	Ofrecen menús especiales para fines de semana bien estructurados.	5	neutral
Restaurante	Propuesta culinaria arriesgada pero ejecutada con una precisión técnica envidiable.	5	neutral
Pub	Es el sitio perfecto para empezar la noche con buen pie. ¡Recomendadísimo!	5	coloquial
Restaurante	El sorbete de limpieza sabía a detergente para platos. Realmente desagradable.	2	crítico
Bar de carretera	Me encantó el detalle del pelo en la sopa; le daba ese toque orgánico y salvaje que tanto le falta a la cocina moderna.	1	sarcástico
Restaurante	El sumiller parece más interesado en lucirse que en ayudar a elegir un buen vino.	3	crítico
Cervecería	Increíble selección de barriles. Todo un descubrimiento.	5	breve
Restaurante	Un sitio adecuado para cenas de gala. El maridaje de blancos fue acertado, aunque la temperatura del salón era un poco fría.	4	neutral
Cervecería	Vasos con olor a humedad. Muy desagradable.	2	breve
Restaurante	Cada bocado justifica el precio. Si vais en grupo, el salón privado ofrece una acústica perfecta.	5	constructivo
Cervecería	El camarero me recomendó una cerveza sin alcohol que sabía a gloria. Por fin un sitio que piensa en los que tenemos que conducir.	5	anecdótico
Pub	¡Ambientazo! La gente es súper maja y siempre acabas conociendo a alguien.	5	coloquial
Bar	Sitio típico para el aperitivo. Me gusta mucho.	4	breve
Mesón	Las raciones de patatas bravas son grandes y la salsa es artesanal.	5	neutral
Cervecería	Me gusta que el local sea 'eco-friendly', aunque las pajitas de papel se deshacen muy rápido en los combinados.	4	constructivo
Bar	El personal demuestra un gran dominio del protocolo de sala. Limpieza absoluta.	5	formal
Mesón	El asado de cordero es de buena calidad aunque algo graso.	4	neutral
Cafetería	¡Qué delicia de sitio! Las galletas caseras son adictivas. ¡Avisados quedáis!	5	entusiasta
Bar	Pedimos una ración de jamón y estaba un poco seco por los bordes. Cortarlo al momento mantendría mucho mejor su calidad.	3	constructivo
Restaurante	El menú es una fotocopia de lo que se hacía hace cinco años en otros sitios.	3	crítico
Mesón	Mal servicio. Parecía que les molestaba atendernos.	2	breve
Restaurante	El servicio de sala resultó algo rígido y protocolario en exceso. Calidad aceptable.	3	formal
Bar	Un sitio de 10 para picar algo rico.	5	breve
Bar	Una estafa. Fui a por una caña rápida y salí tres horas después con dos amigos nuevos y la barriga llena. Un robo de tiempo.	5	sarcástico
Bar	Una tortura. La selección de cervezas es tan amplia que tardo 10 minutos en decidir. Demasiada libertad de elección.	5	sarcástico
Mesón	Es el único sitio donde he visto que todavía te sirven el postre con cuchara de madera si lo pides. ¡Pura nostalgia!	5	anecdótico
Cafetería	Leche quemada y trato muy seco.	2	breve
Pub	Personal experto en el tiraje de cervezas de importación. Limpieza y orden absolutos.	5	formal
Restaurante	El menú degustación fue una sucesión de platos pretenciosos y mal ejecutados.	2	crítico
Restaurante	El maridaje propuesto no estuvo a la altura de la complejidad del menú. Falta de armonía.	2	formal
Cafetería	Precios de centro para un local muy descuidado.	2	breve
Bar	Trato altivo y desconsiderado hacia los clientes. Gestión de sala muy deficiente.	1	formal
Bar de carretera	Lo mejor: la rapidez y el sabor.	5	breve
Restaurante	En este restaurante japonés de lujo, el arroz del sushi estaba compacto y frío, como si fuera de supermercado. Una falta de respeto al producto y al cliente.	2	crítico
Bar de carretera	¡La tortilla es sagrada aquí! Buenerrima. El ambiente es muy familiar y agradable, aunque tardaron un poco en limpiar nuestra mesa.	4	entusiasta
Pub	Gente de todas las edades y muy buen rollo, pero la zona de fumadores es un poco agobiante.	4	coloquial
Mesón	El pan estaba algo correoso no parecía del día.	3	neutral
Mesón	Vimos una cucaracha pasar cerca de nuestra mesa. Salimos corriendo de allí.	1	crítico
Pub	Establecimiento con carácter y una gestión del aforo que garantiza el confort del cliente.	5	formal
Cervecería	El local es original, pero la puerta no cierra bien y entra mucha corriente de aire en invierno; un muelle de cierre sería la solución.	3	constructivo
Bar de carretera	¡Bocatas de diez y servicio de once! Muy recomendable para estirar las piernas. Le doy 4 estrellas por la falta de opciones vegetarianas.	4	entusiasta
Cafetería	Deficiencias en la temperatura del café; se sirvió excesivamente caliente, quemando el grano.	2	formal
Bar	El secreto ibérico se deshace en la boca, ¡impresionante!	5	coloquial
Mesón	El servicio fue un poco lento pero la comida estaba bien.	3	breve
Cafetería	La iluminación es bonita pero poco práctica para leer; un par de puntos de luz más ayudarían mucho.	3	constructivo
Cervecería	El aire acondicionado estaba tan fuerte que era molesto comer. Deberían regular la temperatura para que el cliente esté cómodo.	2	constructivo
Bar de carretera	Rico pero un poco caro por estar en la carretera.	4	breve
Bar de carretera	Nos sirvieron el postre sin haber terminado el plato principal. Una prisa innecesaria por echarnos del sitio.	2	crítico
Mesón	Majos a más no poder, te hacen sentir como en casa. La mesa era un poco pequeña para tanta comida.	4	coloquial
Pub	Sitio oscuro.	2	breve
Mesón	Ambiente lúgubre y falta de iluminación en el comedor.	2	crítico
Cafetería	Las dimensiones del establecimiento son reducidas, lo que limita el espacio entre clientes.	3	neutral
Bar	Carísimo para ser un bar de barrio normalito.	2	breve
Mesón	El local tiene un encanto rústico inigualable, sobre todo por las moscas que te ayudan a terminarte el primer plato.	1	sarcástico
Cafetería	¡Ojalá todos los sitios fueran así! Te hacen sentir como en casa.	5	entusiasta
Restaurante	Un lugar para celebrar momentos especiales. Sugero avisar si es un aniversario para un detalle extra.	5	constructivo
Pub	Cócteles 10/10.	5	breve
Restaurante	Innovación técnica bien integrada. No obstante el suplemento por el pan resulta innecesario.	4	formal
Bar de carretera	No paréis aquí. El peor sitio de la ruta.	1	breve
Cafetería	El personal de barra priorizó tareas internas sobre la atención a los clientes en espera.	2	neutral
Restaurante	Tardaron 20 minutos en traernos la carta de vinos. Desorganización absoluta.	2	crítico
Mesón	Trato inadecuado por parte de la dirección del establecimiento ante una queja legítima.	1	formal
Pub	Para ver el fútbol está bien, pero las pantallas son un poco pequeñas si no te sientas en primera fila.	3	coloquial
Pub	La terraza es preciosa de noche, pero está justo al lado de un contenedor y el olor a veces arruinaba el momento.	3	anecdótico
Mesón	Horrible. Carne quemada y camareros bordes.	1	breve
Pub	Local funcional para el ocio nocturno pero con una climatización insuficiente.	3	formal
Bar	Da gusto venir a un sitio donde te tratan con tanto arte.	5	coloquial
Pub	Aparcar por aquí es un infierno y el pub tampoco es que sea nada del otro jueves.	2	coloquial
Cafetería	Me pedí un té matcha que visualmente era perfecto, pero no lo habían disuelto bien y encontré grumos al final.	3	anecdótico
Bar de carretera	Sorprendido gratamente. Menú casero y muy rico.	5	breve
Restaurante	Sostenibilidad y km 0 llevados a la alta cocina con una elegancia asombrosa.	5	neutral
Bar	Todo fresquísimo.	5	breve
Restaurante	Falta de flexibilidad absoluta con las alergias a pesar de haber avisado con antelación.	2	crítico
Bar	Me encanta este sitio, es el alma del barrio.	5	coloquial
Cervecería	Carta de botellas desactualizada; muchas referencias no estaban disponibles en stock.	3	formal
Bar	Precios ok pero el local necesita una limpieza.	3	breve
Bar	Qué desastre. La tortilla es tan jugosa que manché la servilleta. Una estrella menos por hacerme gastar papel.	4	sarcástico
Bar	Local limpio y bien iluminado. Sirven unas aceitunas ricas con la consumición.	4	neutral
Restaurante	Me pusieron un petit four que sabía a infancia y sueños cumplidos. Una falta de respeto a mi cinismo.	5	sarcástico
Restaurante	Local con un diseño espectacular, pero las sillas no son cómodas para una cena larga.	3	constructivo
Restaurante	La propuesta gastronómica es sólida y el producto de calidad. El solomillo estaba en su punto, aunque el tiempo de espera entre platos fue algo superior a lo esperado.	4	neutral
